CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure
15794870,Sal,744,Germany,Male,38,6
15747591,Chung,665,Spain,Female,40,1
15726557,Lai,638,France,Female,42,7
15732199,Gether,837,Spain,Male,31,9
15662291,Davidson,534,France,Female,55,8
15749050,Justice,548,France,Female,36,3
15781586,Osonduagwuike,837,Germany,Male,38,2
15617078,Ewing,658,France,Female,44,6
15723339,Chin,554,France,Female,38,4
15671322,Chiang,724,Germany,Male,30,7
15793854,Ahmed,723,France,Male,42,2
15756539,Marshall,585,Germany,Female,39,7
15612064,Tsou,474,France,Male,33,5
15625916,Chien,562,Spain,Male,32,6
15683195,Ubanwa,719,France,Male,32,9
15690182,Kapustin,635,Germany,Male,37,5
15721719,Calabresi,743,France,Male,42,7
15641690,Hsiao,681,Spain,Male,67,7
15634896,Grant,521,France,Female,39,6
15671590,H?,741,Spain,Male,25,4
15779182,Chia,790,Spain,Male,46,8
15778287,Ugoji,622,France,Male,35,8
15609510,Gregory,669,France,Male,45,7
15742229,Mackay,583,France,Male,59,7
15658532,Nnamutaezinwa,520,Spain,Female,63,5
15590993,Findlay,579,Spain,Male,37,5
15565701,Ferri,698,Spain,Female,39,9
15597239,Ku,548,Spain,Male,39,7
15688880,Amechi,672,Germany,Male,40,10
15813917,Kirk,653,Germany,Male,31,9
15679611,Andrews,734,Spain,Female,37,2
15636589,Murray,794,France,Female,41,7
15687752,Griffin,641,France,Male,30,2
15584363,Longstaff,824,France,Male,30,0
15737748,McWilliam,534,Spain,Female,33,3
15803365,Coffee,653,Spain,Male,55,2
15793247,Hancock,498,France,Male,34,5
15572360,Clark,683,France,Male,30,10
15795166,Creswell,618,Germany,Male,42,8
15724620,Dodds,538,France,Male,37,1
15800856,Ewen,643,Spain,Male,34,3
15671097,Carter,428,France,Female,31,2
15683930,Ch'iu,593,Germany,Female,32,9
15749004,Tsao,718,France,Female,31,0
15800434,Burgess,811,Germany,Male,52,10
15709117,Fanucci,823,Spain,Female,46,3
15638806,Blackburn,645,Spain,Male,49,2
15662294,Bennett,710,France,Male,33,10
15690079,Boniwell,591,Spain,Male,30,8
15759317,Vasilieva,748,Germany,Female,27,2
15750497,Longo,850,France,Female,37,7
15596181,Kwemto,542,France,Male,38,8
15576602,Lawrence,809,France,Male,38,3
15644833,Duncan,675,France,Male,54,2
15734634,Bocharova,607,Spain,Female,27,5
15808689,Morres,850,France,Female,31,4
15720702,Shih,789,France,Male,37,3
15665077,Vogel,598,France,Female,43,5
15763612,T'an,756,Germany,Male,41,2
15596493,Wisdom,687,France,Female,47,7
15704483,Lorenzo,724,France,Male,40,6
15598846,Shahan,700,France,Female,44,2
15629244,Bryant,635,Spain,Male,50,7
15765537,Liang,687,Germany,Male,26,2
15729975,Chidozie,613,France,Female,46,8
15682773,Hayward,781,France,Female,38,3
15688007,Liu,703,Spain,Male,20,3
15574331,Alexeeva,593,Germany,Female,62,3
15645572,Calabresi,743,France,Female,40,6
15742854,Lettiere,640,Spain,Female,46,8
15575417,Chou,849,Germany,Male,37,7
15796721,Nnamutaezinwa,778,France,Male,38,3
15734942,Nnamutaezinwa,539,Germany,Female,38,8
15664772,Greece,489,Germany,Male,28,1
15576683,Yin,568,Spain,Female,43,9
15682563,Larionova,618,Spain,Male,38,5
15650889,Golubev,710,Germany,Female,30,10
15612108,Norman,625,France,Male,52,5
15761132,Capon,682,Spain,Male,46,7
15645511,Chukwudi,727,Spain,Male,43,2
15609824,Fedorov,794,France,Female,41,7
15640268,Avdeeva,652,Spain,Male,71,4
15645778,Reid,670,Spain,Male,42,3
15691104,Kennedy,460,Germany,Female,40,6
15714567,Chan,568,Spain,Female,26,6
15777826,Wofford,643,France,Male,30,5
15668445,Mai,521,France,Male,37,2
15576162,King,615,France,Male,32,7
15778135,T'ao,575,Spain,Male,43,3
15613141,Hsu,717,France,Female,41,3
15635435,White,648,France,Female,54,9
15596552,Stephens,535,Germany,Male,48,5
15623644,Frolov,626,Spain,Male,29,7
15683403,Lombardi,611,Spain,Male,52,7
15615029,Munro,734,Spain,Male,39,6
15769005,Hayward,709,France,Male,49,4
15746326,Fields,591,France,Male,43,3
15722364,Onwumelu,664,France,Male,43,9
15704954,Suffolk,431,France,Male,37,0
15694409,Tsao,647,Germany,Female,22,3
15754068,Judd,578,France,Male,32,4
15683841,Hamilton,555,Germany,Male,41,10
15789095,T'ang,775,Spain,Male,30,4
15719958,Degtyarev,850,Germany,Male,39,3
15689514,Kang,625,France,Male,43,8
15621353,Hudson,645,Spain,Female,37,7
15627232,Jibunoh,608,Germany,Male,44,7
15745843,Kinlaw,689,Spain,Female,31,4
15722902,Chizuoke,652,Germany,Male,50,8
15791767,Lucciano,769,France,Female,26,7
15792722,Omeokachie,611,France,Female,43,8
15723006,Gorbunova,489,France,Male,38,8
15771942,Tikhonov,528,Germany,Female,46,9
15774738,Campa,632,France,Male,44,3
15574004,Mancini,429,France,Female,27,6
15587233,Donoghue,457,France,Male,41,8
15808228,Tuan,768,Spain,Female,44,6
15682834,Johnstone,715,Spain,Female,35,4
15571752,Romani,668,Germany,Female,32,10
15743067,Fuller,625,Germany,Male,26,3
15714466,Baxter,846,France,Female,41,5
15617982,Pirozzi,661,Spain,Female,42,3
15696637,Sung,571,France,Female,23,10
15690647,Rogers,582,Spain,Female,46,8
15672756,Mills,716,France,Female,35,8
15704586,Osonduagwuike,758,France,Female,42,7
15674526,Byrne,725,France,Male,66,4
15775295,McIntyre,630,France,Female,40,0
15684196,Aitken,627,France,Female,55,2
15727281,Macintyre,653,France,Female,27,9
15787835,Simpson,775,Germany,Female,38,4
15730540,Simpson,794,Spain,Male,45,8
15646276,Metcalfe,831,France,Female,32,2
15582180,Lees,561,France,Male,29,9
15697095,Zetticci,705,Spain,Male,46,7
15748797,Dale,636,Spain,Female,33,0
15754796,Byrne,487,Germany,Female,46,4
15628947,Praed,693,France,Female,38,3
15775546,Laurens,517,Spain,Female,29,5
15670481,Woods,684,France,Female,27,9
15619029,Bykov,620,Spain,Female,43,2
15613282,Vorobyova,757,France,Male,29,8
15721487,Pirogova,739,France,Female,27,6
15797276,Sturt,662,Spain,Female,41,4
15612494,Panicucci,359,France,Female,44,6
15629617,Cook,572,Spain,Male,23,2
15600821,Hardy,721,France,Male,69,2
15579062,Chu,707,France,Male,32,9
15814268,Franklin,444,France,Female,40,5
15710164,P'eng,523,France,Female,73,7
15693904,Chiang,685,Germany,Female,30,4
15588986,Grant,673,Germany,Female,29,4
15797733,Udobata,503,Germany,Male,30,10
15620507,Siciliani,485,Germany,Female,30,5
15685150,Evans,799,Germany,Male,28,7
15667651,Young,585,Spain,Female,33,8
15774166,Mitchell,607,Germany,Female,24,2
15649280,Lucchese,521,Germany,Female,40,9
15705657,Hewitt,535,France,Female,44,2
15753969,K'ung,724,Spain,Male,45,5
15742378,Swaim,520,Germany,Male,32,5
15794874,Quinones,696,Spain,Male,41,9
15589221,Kennedy,657,Germany,Male,30,1
15596671,Endrizzi,603,Spain,Female,42,8
15583668,Ludowici,726,France,Female,42,2
15710206,Larson,591,France,Female,39,4
15799966,Chigolum,792,Germany,Female,59,9
15794560,Maclean,550,France,Male,57,5
15626485,Lu,601,France,Female,26,8
15703143,Tuan,820,France,Female,29,3
15809772,Glover,667,France,Male,48,2
15687959,Landman,573,Spain,Female,44,4
15585282,Trevisano,755,France,Male,62,1
15714993,Longo,552,France,Female,41,9
15596021,K?,598,Spain,Male,44,8
15646615,Muir,576,Germany,Male,28,1
15742632,Alexeyeva,670,France,Female,31,9
15574068,Norman,504,Germany,Male,56,9
15806967,Simmons,778,France,Female,65,7
15796334,Chukwualuka,558,Germany,Male,39,10
15688713,McCall,627,Spain,Male,44,6
15796179,Moore,683,France,Male,43,8
15598751,Ingram,556,France,Female,43,6
15703019,Okeke,583,France,Female,38,10
15646302,Shao,705,France,Female,24,7
15680855,Iloabuchi,637,France,Male,33,2
15697311,Nebechukwu,697,Spain,Male,56,5
15585367,Diribe,555,Germany,Female,46,4
15726556,Macgroarty,594,Germany,Female,26,6
15676242,Artemova,632,Spain,Male,31,3
15684198,McDonald,551,France,Female,38,10
15774882,Mazzanti,687,France,Female,35,3
15714227,Kelly,672,France,Female,53,7
15608653,Davison,521,Spain,Female,34,7
15784280,Reilly,686,Germany,Male,35,2
15789546,Ojiofor,639,Spain,Male,28,8
15590320,Shelton,850,France,Male,66,4
15678385,Lange,465,France,Male,25,2
15571778,Trentini,817,France,Female,55,10
15657085,Gardiner,578,France,Male,23,10
15640627,Wan,611,Spain,Male,34,4
15566211,Hsu,616,Germany,Female,41,1
15669293,Hovell,517,France,Male,37,5
15595067,Zhirov,637,Spain,Female,40,6
15753566,Espinosa,806,France,Female,32,3
15650391,Wallace,633,France,Female,29,7
15681843,Barbour,624,Germany,Female,35,0
15814846,Ozerova,691,France,Male,52,3
15670374,Wright,819,Germany,Female,49,1
15762332,Ulyanova,568,Germany,Female,31,1
15700223,Steiner,806,France,Male,48,4
15729956,Akabueze,726,Spain,Female,26,1
15594862,Aleksandrova,552,France,Male,36,8
15598782,Pinto,755,Germany,Female,30,6
15745080,Griffiths,634,France,Male,26,8
15703399,McNeil,756,France,Female,26,5
15732175,Bruno,776,France,Male,37,2
15630725,Johnson,649,France,Female,45,5
15640260,Okorie,595,Germany,Male,32,8
15716822,Moen,646,France,Male,30,5
15583748,McGuigan,592,Spain,Male,38,8
15605968,Fancher,574,France,Male,26,8
15790683,Matthews,850,France,Male,36,1
15607713,Kaeppel,850,Spain,Female,29,1
15700212,Shih,475,France,Female,46,10
15626710,Yudina,642,France,Female,39,4
15716491,Akabueze,710,Spain,Female,51,4
15625824,Kornilova,596,Spain,Male,30,6
15617705,Ozioma,609,France,Female,39,8
15761976,Su,797,Spain,Female,31,8
15634891,Jamison,504,Germany,Female,43,7
15744517,Esposito,735,Spain,Male,50,9
15686963,Hardiman,680,Spain,Female,30,3
15808189,Woodard,449,France,Male,52,6
15580845,Chienezie,685,Germany,Male,57,7
15799156,Okwuadigbo,569,Spain,Male,38,8
15694296,Chineze,631,France,Male,35,9
15677049,O'Brien,595,Germany,Female,25,7
15583595,Tao,461,France,Female,28,8
15590146,Mao,630,France,Male,50,1
15801548,Buckland,661,France,Female,31,7
15660833,Flannery,796,Germany,Male,39,5
15762277,Jamieson,710,France,Male,47,5
15791302,Swift,741,France,Male,32,8
15798975,Doherty,606,Germany,Male,48,4
15599956,Payne,747,France,Male,27,10
15577274,Genovese,549,Germany,Female,43,3
15701200,Lucciano,576,France,Male,36,6
15638149,Rowley,528,France,Male,37,6
15786199,Hsing,535,France,Male,33,2
15701765,Vincent,575,Spain,Female,37,0
15586974,Pearce,656,France,Male,39,10
15729040,Lamb,440,France,Male,42,2
15788676,Riley,539,Spain,Male,38,8
15602497,Honore,850,Spain,Male,39,6
15701333,Blackburn,646,France,Female,37,7
15812071,Endrizzi,744,France,Male,54,6
15634375,Duncan,710,Spain,Female,36,8
15738267,Macarthur,544,France,Female,64,3
15786800,Gould,723,Germany,Male,52,5
15591130,Medvedev,507,Spain,Female,29,6
15720662,Sholes,787,France,Female,35,1
15751531,Shaw,598,Spain,Male,41,8
15653595,Ts'ai,796,France,Male,51,6
15568360,Rolon,569,Spain,Female,41,4
15781210,Reid,711,France,Male,34,8
15668058,Chinwendu,661,Germany,Male,35,8
15597131,Fu,415,France,Male,32,5
15697283,Mackenzie,578,Spain,Male,23,8
15640953,Bligh,611,France,Female,26,2
15715031,Davidson,600,France,Female,28,6
15589660,Lamble,661,Germany,Female,32,1
15769818,Moore,850,France,Female,37,3
15782736,Jose,573,Germany,Female,47,4
15614818,Trevisani,764,Spain,Female,33,9
15794014,Schofield,838,France,Female,34,8
15732448,Stewart,821,France,Female,28,8
15723411,Jamieson,607,Spain,Female,36,4
15797686,Howard,558,France,Male,38,8
15605950,Onwuamaeze,530,Germany,Male,23,1
15812497,D'Albertis,654,Germany,Male,37,5
15690678,Brooks,530,France,Female,33,4
15747677,Gordon,656,Spain,Male,69,6
15618926,Nwachukwu,520,Spain,Male,43,7
15673908,Chinweike,602,Germany,Female,42,6
15727944,Simpkinson,701,Germany,Female,48,1
15807294,Walker,653,Spain,Female,30,2
15618581,Diribe,668,Spain,Male,25,8
15584364,Trentini,652,France,Male,48,4
15599552,Conway,639,Spain,Female,54,2
15749177,Maslow,730,Spain,Female,52,7
15718779,Clark,780,France,Male,34,1
15568106,L?,592,France,Female,38,8
15779481,Swadling,628,France,Male,34,4
15709994,Gallo,658,France,Female,40,7
15772777,Onyemachukwu,850,Spain,Female,29,10
15706815,Samoylova,515,Germany,Male,37,2
15618018,Dickson,571,France,Female,35,1
15671032,He,760,Germany,Male,42,0
15634281,P'an,720,Germany,Female,43,10
15766374,Leak,632,Germany,Male,42,4
15600991,Artemieva,694,Germany,Male,31,6
15777576,Frost,559,Spain,Female,40,5
15742613,Warner,773,Germany,Female,42,8
15649523,Kennedy,581,France,Male,38,1
15651063,Ifeatu,524,Germany,Female,37,9
15683124,Evans,713,France,Male,53,6
15618314,Chu,676,France,Male,40,8
15670823,Hsueh,651,Germany,Female,42,1
15607133,Shih,717,Spain,Female,49,1
15615012,Fan,594,France,Male,23,5
15725141,Whiddon,716,France,Female,44,3
15623560,Onyekachukwu,668,France,Female,35,6
15693018,Ermakova,678,Germany,Male,23,10
15636756,Marino,545,France,Male,23,2
15647474,Niu,613,France,Female,40,9
15576714,Manna,687,Spain,Female,21,8
15585047,Onyemere,715,France,Male,28,7
15743976,Archer,618,Germany,Male,41,8
15793881,Mitchell,721,France,Female,35,6
15576517,Everingham,445,Germany,Female,34,7
15631072,Huie,690,France,Male,38,1
15730394,Crowther,709,France,Female,43,8
15631460,Swift,671,Spain,Female,42,3
15692002,Skelton,538,France,Male,33,6
15595282,White,735,France,Female,33,4
15789548,Giordano,592,France,Female,37,7
15758035,Bateson,747,France,Male,61,7
15617518,Hu,675,Germany,Male,36,7
15651802,Day,632,Spain,Female,39,5
15631813,Beneventi,621,France,Male,39,6
15729668,Elizabeth,521,Spain,Male,29,3
15741728,Atkins,591,Spain,Male,36,7
15576676,Serrano,706,Germany,Female,28,6
15711378,Willis,677,France,Male,38,4
15765520,Stevenson,769,Germany,Male,27,7
15656726,Ch'ien,771,France,Male,32,5
15647842,Cunningham,601,Germany,Female,48,8
15719309,Stephens,670,France,Female,42,1
15748718,Gordon,517,France,Male,28,2
15594404,Bevan,834,France,Female,49,8
15751158,Mashman,571,France,Female,42,4
15593470,Tu,576,Germany,Female,36,8
15695129,Milanesi,718,France,Female,31,1
15640865,Romano,636,Germany,Female,31,9
15714080,Goliwe,566,Germany,Female,40,2
15648721,Hsueh,711,France,Male,64,4
15801466,Gray,574,France,Female,39,2
15750248,Wright,619,France,Female,35,8
15758726,Chiemeka,588,France,Female,24,0
15781553,Chung,760,Germany,Female,49,9
15649121,Pinto,665,France,Male,52,3
15674811,Kellway,739,Germany,Male,29,3
15646037,Sopuluchi,641,France,Male,77,9
15722578,Spitzer,685,Germany,Female,21,6
15665695,Potter,594,France,Female,49,4
15801062,Matthews,557,Spain,Female,40,4
15662955,Nicholls,697,France,Male,27,8
15770309,McDonald,656,France,Male,18,10
15657386,Fiorentini,712,Germany,Male,43,1
15777797,Kovalyova,689,Spain,Male,38,5
15783955,Miah,697,France,Female,25,4
15804516,Builder,589,France,Male,38,2
15681758,Baddeley,525,Spain,Female,25,10
15630321,Hu,680,France,Male,44,3
15588248,Hs?,617,France,Female,28,0
15591932,Ford,680,France,Male,32,5
15810347,Todd,662,Spain,Female,30,9
15595303,Johnston,736,Germany,Male,46,5
15634950,Obiajulu,657,Germany,Male,57,8
15685372,Azubuike,350,Spain,Male,54,1
15745827,Padovesi,617,France,Male,30,3
15755868,Farmer,562,France,Male,35,7
15735222,Ignatieff,705,Spain,Female,23,5
15604804,Lu,516,France,Female,33,7
15718944,Artemiev,573,France,Female,37,6
15678626,Okonkwo,538,Spain,Female,31,0
15571550,Dore,699,France,Male,39,9
15723053,T'ang,504,Germany,Male,32,8
15661528,Ashbolt,583,Spain,Male,47,5
15754177,Bazarova,712,Spain,Male,53,2
15683544,Buccho,626,Spain,Male,62,3
15708048,Burn,631,France,Female,34,4
15701109,Andreyev,663,France,Female,37,7
15600110,Endrizzi,506,Germany,Female,41,3
15651533,Brown,570,Germany,Female,50,5
15777904,Nock,703,France,Female,45,7
15655574,Okeke,698,Germany,Female,40,8
15569423,Cunningham,731,Spain,Male,41,4
15718106,Kelley,625,France,Male,34,6
15585067,Wilson,634,Spain,Male,31,9
15675501,Woods,616,France,Male,59,5
15633233,McFarland,500,France,Male,56,1
15667134,Cisneros,446,France,Male,32,8
15659105,Borchgrevink,669,France,Female,47,9
15575409,Rozhkova,581,Germany,Male,31,6
15752342,Bradley,704,Germany,Female,54,6
15654851,Obialo,748,France,Male,44,2
15741429,Hudson,680,Spain,Female,31,9
15682356,Veltri,655,France,Female,37,7
15806447,Mazzanti,690,Germany,Male,32,0
15800229,Thorpe,695,Germany,Male,40,7
15663441,Golibe,700,Germany,Female,40,4
15791991,Udinesi,773,France,Male,52,4
15775082,Stewart,749,France,Male,42,1
15579706,Curtis,611,France,Female,46,5
15718247,Hayden,606,Spain,Female,46,8
15755722,H?,554,France,Male,24,10
15582259,Campbell,567,France,Female,37,7
15716994,Green,559,Spain,Male,24,3
15586880,P'eng,594,Germany,Male,41,2
15713854,Cremonesi,513,France,Female,37,6
15780835,Liang,652,Germany,Female,26,1
15675896,Gough,680,Germany,Female,42,7
15658459,Bates,784,Spain,Male,33,10
15658057,Padovesi,812,Spain,Female,44,8
15801767,Yin,784,Spain,Female,40,8
15569178,Kharlamov,570,France,Female,18,4
15731478,Nicholls,712,France,Female,42,1
15811236,Burns,705,Spain,Male,39,6
15746749,Fleming,681,Spain,Female,32,3
15662758,Watson,620,France,Male,41,0
15709387,Obiajulu,711,France,Male,52,5
15572093,Han,613,France,Female,24,7
15713826,Ferguson,613,Germany,Female,20,0
15570205,Tao,682,Spain,Male,36,5
15589348,Le Grand,850,Spain,Male,37,4
15804610,Valdez,601,France,Female,41,1
15700854,Cunningham,595,Spain,Male,35,8
15758836,Godfrey,675,Spain,Male,36,3
15772933,Mai,591,Spain,Male,31,8
15809006,Walker,602,France,Male,23,7
15689612,Pirozzi,554,Spain,Female,34,8
15744614,Feng,541,France,Male,37,9
15704250,Akabueze,506,France,Male,34,7
15700255,Robson,814,Germany,Male,44,8
15669410,Yevdokimova,683,France,Male,30,8
15807595,Ijendu,485,Germany,Male,51,7
15664523,Colombo,696,Germany,Female,31,8
15642833,Akubundu,608,France,Female,30,8
15605279,Francis,792,France,Male,50,9
15713644,Marshall,686,Spain,Male,22,5
15750466,Rhodes,790,Germany,Male,42,1
15739054,Y?,654,France,Female,29,4
15612771,Bell,452,France,Male,35,4
15788483,Kerr,719,Spain,Male,38,0
15732832,Jideofor,707,France,Female,40,5
15772892,Robertson,699,France,Female,49,2
15713843,Kao,850,Spain,Male,30,2
15567993,Palmer,828,Spain,Male,28,8
15617603,Mackay,850,Germany,Male,30,5
15744983,Burgmann,712,Spain,Male,47,1
15630419,Davis,634,France,Male,44,9
15738828,Milano,730,Germany,Male,45,6
15778025,Dellucci,685,Germany,Male,43,9
15799479,Coles,809,Spain,Male,33,9
15684269,Gray,707,Spain,Female,35,3
15762745,Macvitie,648,Spain,Male,32,8
15746970,Townsend,760,Spain,Female,57,1
15725024,Pope,805,Germany,Female,33,3
15592116,Jensen,585,France,Female,39,7
15624391,Thomson,595,Spain,Female,30,5
15567422,Chiazagomekpele,630,France,Male,42,6
15612627,Ozuluonye,627,Germany,Male,29,5
15574879,Wright,631,Germany,Female,37,2
15745107,Lung,776,Germany,Male,38,5
15734491,Lombardo,676,Spain,Female,36,4
15675320,Leonard,758,Spain,Female,40,5
15643824,Johnston,637,France,Male,33,0
15643438,P'eng,850,France,Male,20,7
15721730,Amechi,601,Spain,Female,44,4
15680727,Fang,735,France,Male,49,5
15752508,Docherty,614,Germany,Male,32,7
15808846,Horton,672,Germany,Female,21,3
15727251,Vincent,642,France,Male,30,8
15663489,Onio,633,Germany,Female,29,0
15683677,Schiavone,769,Spain,Male,39,9
15596414,Chandler,796,Spain,Male,41,8
15730639,Fiorentino,715,France,Male,23,7
15672132,Butusov,695,France,Female,42,7
15742638,Wang,747,France,Female,25,4
15578603,Alexeieva,584,Germany,Female,54,1
15726088,Vinogradova,476,France,Male,40,6
15682533,Hughes,850,France,Female,39,7
15772995,Ts'ao,529,France,Male,30,2
15765694,Bage,584,Spain,Female,59,1
15659486,Yudina,586,Germany,Male,34,9
15568963,Naquin,674,Germany,Male,34,2
15703820,Endrizzi,552,France,Male,42,9
15569410,Tang,601,Germany,Female,33,7
15632256,Schroeder,541,France,Male,29,7
15724466,Swearingen,744,Germany,Female,41,2
15777639,McGregor,595,Spain,Female,23,10
15802501,Onyeorulu,724,Germany,Male,33,5
15778410,Clarke,533,Spain,Female,52,7
15670702,Smith,618,France,Male,37,2
15704763,Kozlova,523,Germany,Female,39,1
15645544,Nekrasov,642,Germany,Female,30,5
15757646,Olague,584,France,Male,35,9
15701121,Holt,521,France,Male,38,5
15796313,Olsen,662,France,Female,36,4
15815660,Mazzi,758,France,Female,34,1
15602844,Niu,717,France,Male,38,7
15636238,Graham,611,France,Male,40,1
15770101,Millar,766,Germany,Male,43,6
15645543,Bell,636,France,Female,34,3
15596397,Kelly,814,France,Female,48,7
15770525,T'an,760,Spain,Male,28,1
15684267,Davila,607,Germany,Male,39,2
15689980,Willis,725,Spain,Female,36,4
15633260,Dumetochukwu,600,France,Male,37,1
15756471,Giles,656,Germany,Male,27,4
15721303,O'Meara,640,Spain,Male,34,1
15802256,Yao,439,France,Male,28,7
15725664,Wallace,549,France,Female,38,8
15674851,T'ien,622,France,Male,38,5
15701946,Ndubueze,715,France,Male,34,4
15748947,Chukwuraenye,657,France,Female,41,5
15673342,K'ung,703,France,Male,36,2
15601008,Stevenson,802,France,Male,33,8
15771636,Marshall,793,Spain,Female,36,0
15642002,Hayward,554,France,Female,35,6
15693381,Tipton,533,Spain,Male,38,1
15607691,Gibson,658,France,Male,36,8
15589380,Fraser,713,Germany,Male,40,3
15603846,Fang,711,Spain,Male,37,2
15753549,Dubinina,669,France,Male,25,1
15725355,Morey,439,France,Female,43,8
15773017,Todd,763,Spain,Female,37,6
15625641,Forbes,697,Germany,Female,74,3
15776467,De Salis,702,Spain,Female,35,8
15746451,Barry,686,Spain,Male,41,7
15777922,Afamefuna,629,Spain,Male,36,1
15606841,Ibbott,823,France,Male,38,1
15757648,Marshall,683,Germany,Female,35,5
15677173,Law,555,France,Male,37,9
15764170,Pinto,647,Germany,Male,44,4
15610446,Chinedum,714,France,Female,51,4
15612776,McKay,850,Spain,Female,39,10
15794122,Otutodilinna,713,France,Female,59,3
15774931,She,452,France,Male,30,7
15779247,Pai,683,Spain,Female,24,8
15707078,Kruglov,577,France,Female,26,1
15605263,Chin,552,France,Male,33,5
15607381,King,769,Germany,Female,31,7
15683471,Hansen,691,France,Male,38,7
15605037,Ting,818,France,Female,49,2
15576085,Stone,739,France,Male,41,5
15770435,McLean,639,France,Female,50,6
15592994,Zikoranachidimma,651,France,Female,65,0
15624068,Fu,779,France,Female,26,0
15595221,Trevisano,850,Germany,Female,33,7
15637131,Fallaci,829,France,Male,38,9
15613471,Wiley,579,Germany,Male,31,2
15583499,Chiagoziem,510,France,Male,32,9
15752816,Murray,531,France,Male,29,3
15804075,Chuang,628,Germany,Female,36,3
15800517,Huang,633,Spain,Male,32,5
15712319,Chukwukere,714,Spain,Male,45,8
15797389,Hsia,604,Spain,Male,23,9
15621432,Lee,630,Spain,Male,35,1
15779390,Theus,850,Spain,Female,31,4
15711219,Jennings,788,Germany,Female,57,8
15770498,Parker,798,France,Female,37,4
15678727,Tan,770,Germany,Male,45,4
15573893,Barry,569,Germany,Male,25,9
15740104,Tuan,425,Spain,Female,22,7
15792649,Patterson,547,Spain,Female,31,9
15605275,Ofodile,725,Germany,Male,45,8
15572467,Chandler,506,France,Male,37,5
15738219,Nash,632,France,Female,36,7
15600710,Atkinson,620,France,Male,22,0
15804394,Brenan,663,Germany,Male,32,8
15694188,Obidimkpa,700,Spain,Female,46,5
15583718,Terry,696,Germany,Male,38,6
15802478,Spring,767,Spain,Male,31,6
15619343,Mahmood,561,France,Male,56,7
15758813,Campbell,350,Germany,Male,39,0
15761374,Bellucci,706,France,Male,54,9
15569209,Amaechi,464,Spain,Female,34,5
15788539,Foxall,501,France,Female,34,3
15747222,Bentley,745,Spain,Female,35,8
15769346,Baird,587,France,Female,36,1
15699634,Howard,667,France,Female,48,2
15589076,Henry,737,France,Male,36,9
15812338,Sopuluchukwu,485,Spain,Female,30,7
15758845,Rocher,590,Spain,Female,37,0
15685844,White,518,Germany,Female,35,8
15583090,Komar,581,Spain,Female,29,8
15587581,Russo,785,Germany,Female,33,5
15633640,Loewenthal,799,France,Female,52,4
15573741,Aliyeva,698,Spain,Male,38,10
15633574,Montes,730,France,Female,41,4
15711455,Kuo,740,Germany,Female,36,4
15570601,Cheng,785,France,Female,47,9
15690925,McIntosh,527,Spain,Female,29,2
15709338,T'ao,544,France,Female,29,1
15780746,Tyndall,705,France,Male,61,4
15681956,Bailey,684,France,Male,34,9
15778190,Onyekaozulu,639,Spain,Female,28,8
15786852,Nwachukwu,565,Germany,Female,38,2
15726494,Romani,481,France,Male,44,9
15641183,Chin,731,Spain,Male,25,8
15805312,Bellucci,607,France,Male,45,7
15636572,Christmas,760,France,Female,32,7
15632575,Moore,559,France,Female,70,9
15740164,Genovesi,715,France,Female,33,3
15574947,Cartwright,656,France,Male,36,8
15597909,Johnstone,652,Germany,Male,33,7
15782574,Warner,624,Spain,Male,33,6
15734999,Stephenson,634,Spain,Male,36,2
15706593,Ellis,850,Spain,Female,50,10
15766686,Nebechi,659,Germany,Female,39,1
15590268,Chu,529,Spain,Male,35,5
15763055,Onuchukwu,572,Spain,Male,31,5
15664754,Steele,640,Germany,Male,39,9
15643630,Quaife,770,Spain,Male,55,9
15641043,Scott,648,Spain,Male,35,7
15768095,Yeh,579,France,Male,31,9
15811314,Y?,589,Germany,Female,36,9
15669922,Conti,530,Spain,Female,36,2
15707114,Holder,831,France,Male,30,2
15670602,Burgess,790,Germany,Male,24,7
15713479,Ozuluonye,656,France,Male,35,6
15663830,De Luca,563,Spain,Male,32,6
15566958,Li Fonti,667,Spain,Male,39,7
15680918,Freeman,613,Spain,Male,34,8
15663921,Pisani,429,France,Male,60,7
15716324,Ignatieff,665,France,Female,23,9
15796969,Lahti,731,France,Male,33,4
15574783,Perkins,584,France,Female,37,1
15773487,Conway,634,Germany,Female,31,8
15802486,Hayes,488,France,Male,34,3
15783398,Rizzo,535,Spain,Female,49,7
15649418,Krylov,776,France,Female,29,7
15604588,Li Fonti,850,Spain,Female,38,3
15735428,Talbot,673,Spain,Female,37,0
15629078,Matthias,850,Germany,Female,45,5
15806880,Boyle,627,Spain,Female,30,6
15754999,Ch'eng,570,France,Female,33,8
15781034,Mason,796,Spain,Male,67,5
15622017,Bruno,773,Spain,Female,33,10
15705885,Smeaton,752,Spain,Male,36,2
15677382,Miller,625,Spain,Female,69,1
15566843,Gotch,535,Germany,Male,20,9
15608387,Fu,786,France,Female,29,4
15810786,O'Toole,620,France,Female,67,3
15626983,Ledford,605,Spain,Female,48,6
15773605,Iadanza,670,Spain,Female,32,3
15811261,Alaniz,617,Spain,Male,42,0
15590606,Saunders,595,France,Male,41,9
15576644,Lin,687,Germany,Female,29,4
15750264,Pinto,757,Germany,Male,30,6
15741554,Streeter,746,Spain,Male,31,2
15769051,Shaw,503,Spain,Male,25,7
15812198,Chen,543,Germany,Male,48,1
